month,category,orders,revenue,avg_price,customers
8,fashion_calcados,21,2132.79,78.99222222222222,21
8,fashion_esporte,3,335.70000000000005,111.90000000000002,3
8,fashion_roupa_feminina,6,318.67,45.52428571428572,6
8,fashion_roupa_infanto_juvenil,1,49.9,49.9,1
8,fashion_roupa_masculina,16,1886.3300000000002,82.01434782608696,16
8,fashion_underwear_e_moda_praia,15,1330.9,88.72666666666667,15
8,ferramentas_jardim,321,43505.93,110.14159493670886,320
8,fraldas_higiene,3,231.89,77.29666666666667,3
8,industria_comercio_e_negocios,12,3321.59,255.5069230769231,12
8,informatica_acessorios,681,77229.73,96.65798498122653,678
8,instrumentos_musicais,63,18344.89,265.86797101449275,63
8,la_cuisine,2,313.0,156.5,2
8,livros_importados,2,810.0,405.0,2
8,livros_interesse_geral,63,4811.08,72.89515151515151,62
8,livros_tecnicos,37,2795.07,71.66846153846154,37
8,malas_acessorios,122,14094.51,105.1829104477612,122
8,market_place,30,2949.46,92.170625,30
8,moveis_colchao_e_estofado,2,509.39,254.695,2
8,moveis_cozinha_area_de_servico_jantar_e_jardim,27,3198.57,110.29551724137932,27
8,moveis_decoracao,676,81527.41,88.90666303162487,670
8,moveis_escritorio,70,16881.21,187.569,70
8,moveis_quarto,13,2815.0,187.66666666666666,12
8,moveis_sala,59,7913.11,121.74015384615385,59
8,musica,6,497.81,82.96833333333333,6
8,papelaria,234,22588.46,89.28245059288537,233
8,pc_gamer,1,219.0,219.0,1
8,pcs,39,43611.5,1038.3690476190477,38
8,perfumaria,325,38986.43,108.90064245810056,324
8,pet_shop,243,36220.52,122.3666216216216,241
8,portateis_casa_forno_e_cafe,19,3105.7799999999997,163.4621052631579,19
8,portateis_cozinha_e_preparadores_de_alimentos,5,1838.5,367.7,5
8,relogios_presentes,587,114376.97,177.32863565891472,584
8,sinalizacao_e_seguranca,20,2203.39,84.74576923076923,20
8,tablets_impressao_imagem,6,549.89,78.55571428571429,6
8,telefonia,377,50367.09,117.4058041958042,374
8,telefonia_fixa,24,6067.71,202.257,24
8,utilidades_domesticas,811,88868.6,91.71166150670796,808
9,agro_industria_e_comercio,3,1993.99,498.4975,3
9,alimentos,13,992.92,58.40705882352941,13
9,alimentos_bebidas,6,310.86,34.54,6
9,artes,3,388.54,129.51333333333335,3
9,artigos_de_festas,1,269.8,134.9,1
9,artigos_de_natal,3,254.7,63.675,3
9,audio,10,1272.58,115.68909090909091,10
9,automotivo,97,14675.77,132.21414414414414,97
9,bebes,165,25778.12,142.42055248618783,161
9,bebidas,7,327.97,40.99625,7
9,beleza_saude,361,53611.23,134.36398496240602,350
9,brinquedos,273,32660.3,104.34600638977635,271
9,cama_mesa_banho,461,55865.340000000004,98.52793650793652,454
9,casa_conforto,26,4592.34,139.16181818181818,26
9,casa_conforto_2,1,12.9,12.9,1
9,casa_construcao,9,1357.81,123.43727272727273,9
9,cine_foto,1,69.0,69.0,1
9,climatizacao,8,1731.05,216.38125,8
9,consoles_games,61,10025.25,145.29347826086956,61
9,construcao_ferramentas_construcao,8,1289.2,117.2,8
9,construcao_ferramentas_ferramentas,3,916.89,305.63,3
9,construcao_ferramentas_iluminacao,1,229.0,229.0,1
9,construcao_ferramentas_jardim,5,297.5,49.583333333333336,5
9,construcao_ferramentas_seguranca,4,1124.54,224.908,4
9,cool_stuff,200,38801.12,183.02415094339625,198
9,dvds_blu_ray,2,59.699999999999996,19.9,2
9,eletrodomesticos,10,1820.19,182.019,9
9,eletrodomesticos_2,6,1627.8,271.3,6
9,eletronicos,65,4828.96,68.98514285714286,65
9,eletroportateis,32,11367.53,315.76472222222225,32
9,esporte_lazer,416,51210.07,108.26653276955602,411
9,fashion_bolsas_e_acessorios,103,12168.6,93.60461538461539,98
9,fashion_calcados,13,1179.6000000000001,84.25714285714287,13
9,fashion_esporte,2,384.6,76.92,2
9,fashion_roupa_feminina,3,355.7,88.925,3
9,fashion_roupa_infanto_juvenil,1,89.99,89.99,1
9,fashion_roupa_masculina,10,1387.2,73.01052631578948,10
9,fashion_underwear_e_moda_praia,16,2109.2,91.70434782608694,16
9,ferramentas_jardim,179,24899.42,105.95497872340425,179
9,industria_comercio_e_negocios,2,219.98,109.99,2
9,informatica_acessorios,216,30928.36,114.97531598513011,216
9,instrumentos_musicais,24,9166.77,305.559,24
9,livros_importados,3,290.0,72.5,3
9,livros_interesse_geral,15,1087.64,67.9775,15
9,livros_tecnicos,8,1001.35,125.16875,8
9,malas_acessorios,41,4270.28,88.96416666666666,40
9,market_place,11,1272.19,97.86076923076924,11
9,moveis_colchao_e_estofado,1,86.5,86.5,1
9,moveis_cozinha_area_de_servico_jantar_e_jardim,6,609.09,101.515,6
9,moveis_decoracao,276,31607.21,86.8329945054945,271
9,moveis_escritorio,37,12088.289999999999,124.62154639175257,37
9,moveis_quarto,3,709.6,177.4,3
9,moveis_sala,11,1275.8700000000001,115.98818181818183,11
9,papelaria,71,6190.31,79.36294871794873,71
9,pcs,40,63828.37,1276.5674000000001,39
9,perfumaria,142,16319.93,91.685,141
9,pet_shop,62,8818.710000000001,117.5828,61
9,portateis_casa_forno_e_cafe,1,640.99,640.99,1
9,relogios_presentes,255,48198.28,172.13671428571428,254
9,seguros_e_servicos,1,100.0,100.0,1
9,sinalizacao_e_seguranca,5,438.4,48.71111111111111,5
9,tablets_impressao_imagem,3,233.9,77.96666666666667,3
9,telefonia,165,18865.37,105.3931284916201,165
9,telefonia_fixa,6,13692.91,1053.3007692307692,6
9,utilidades_domesticas,223,21344.15,79.94063670411985,221
10,agro_industria_e_comercio,5,3350.2799999999997,670.0559999999999,5
10,alimentos,13,942.93,49.6278947368421,13
10,alimentos_bebidas,15,2728.35,143.59736842105264,15
10,artes,3,349.05,116.35000000000001,3
10,artigos_de_festas,2,137.8,68.9,2
10,artigos_de_natal,7,388.05,32.3375,7
10,audio,34,2604.37,74.41057142857143,34
10,automotivo,143,23933.69,142.46244047619047,141
10,bebes,145,18256.46,118.54844155844155,145
10,bebidas,10,596.98,49.748333333333335,10
10,beleza_saude,376,47850.92,111.28120930232558,367
10,brinquedos,304,40492.29,120.51276785714286,304
10,cama_mesa_banho,450,51300.89,85.64422370617696,438
10,casa_conforto,26,3619.8,134.06666666666666,26
10,casa_conforto_2,3,64.5,12.9,3
10,casa_construcao,15,4201.17,233.39833333333334,15
10,cds_dvds_musicais,1,45.0,45.0,1
10,cine_foto,1,69.0,69.0,1
10,climatizacao,14,4622.03,192.5845833333333,14
10,consoles_games,111,14601.02,119.6804918032787,111
10,construcao_ferramentas_construcao,15,2576.18,135.58842105263156,15
10,construcao_ferramentas_ferramentas,5,1018.6,203.72,5
10,construcao_ferramentas_iluminacao,2,500.0,250.0,2
10,construcao_ferramentas_jardim,8,746.9,82.98888888888888,8
10,construcao_ferramentas_seguranca,9,1668.85,139.07083333333333,9
10,cool_stuff,254,46916.49,171.22806569343064,254
10,dvds_blu_ray,5,214.4,35.733333333333334,5
10,eletrodomesticos,8,1951.0800000000002,243.88500000000002,8
10,eletrodomesticos_2,10,2843.07,258.4609090909091,10
10,eletronicos,58,4761.3099999999995,73.25092307692307,58
10,eletroportateis,30,6464.85,202.0265625,30
10,esporte_lazer,443,55482.13,107.73229126213592,439
10,fashion_bolsas_e_acessorios,103,8620.16,70.08260162601626,101
10,fashion_calcados,17,1890.91,99.52157894736843,17
10,fashion_esporte,1,59.9,59.9,1
10,fashion_roupa_feminina,1,54.9,54.9,1
10,fashion_roupa_infanto_juvenil,1,39.99,39.99,1
10,fashion_roupa_masculina,10,1066.7,88.89166666666667,9
10,fashion_underwear_e_moda_praia,3,237.7,59.425,3
10,ferramentas_jardim,219,28514.3,94.73189368770764,219
10,fraldas_higiene,1,134.9,134.9,1
10,industria_comercio_e_negocios,8,2616.29,290.69888888888886,8
10,informatica_acessorios,283,46424.29,130.40530898876403,282
10,instrumentos_musicais,22,6882.06,245.78785714285715,22
10,la_cuisine,1,137.0,137.0,1
10,livros_interesse_geral,9,854.0,71.16666666666667,9
10,livros_tecnicos,7,1147.0,163.85714285714286,7
10,malas_acessorios,52,6499.9400000000005,108.33233333333334,52
10,market_place,17,2405.63,96.2252,17
10,moveis_cozinha_area_de_servico_jantar_e_jardim,14,3428.6,214.2875,14
10,moveis_decoracao,321,36900.89,80.21932608695651,313
10,moveis_escritorio,75,19191.71,177.7010185185185,75
10,moveis_quarto,4,1193.9,298.475,4
10,moveis_sala,13,1626.77,77.46523809523809,13
10,musica,1,54.9,54.9,1
10,papelaria,93,8849.28,83.48377358490566,92
10,pcs,26,43170.92,1488.6524137931033,26
10,perfumaria,207,23405.829999999998,99.17724576271186,207
10,pet_shop,68,9313.24,114.97827160493827,68
10,relogios_presentes,292,73682.84,219.94877611940296,290
10,sinalizacao_e_seguranca,7,744.0,74.4,7
10,tablets_impressao_imagem,1,99.0,99.0,1
10,telefonia,237,25223.06,91.05797833935019,235
10,telefonia_fixa,11,4456.76,371.3966666666667,11
10,utilidades_domesticas,200,19403.65,72.94605263157895,199
11,agro_industria_e_comercio,13,13932.49,733.2889473684211,13
11,alimentos,11,613.92,34.10666666666666,11
11,alimentos_bebidas,28,2876.69,82.19114285714286,27
11,artes,1,150.0,75.0,1
11,artigos_de_festas,4,870.69,217.6725,4
11,artigos_de_natal,20,1340.58,55.857499999999995,20
11,audio,33,4168.12,109.68736842105262,33
11,automotivo,245,35814.44,133.13918215613384,244
11,bebes,190,22510.17,106.68327014218009,190
11,bebidas,15,748.61,39.40052631578948,15
11,beleza_saude,530,82771.06999999999,137.0381953642384,526
11,brinquedos,452,67168.03,129.41816955684007,449
11,cama_mesa_banho,817,92164.27,90.5346463654224,803
11,casa_conforto,40,5355.39,119.00866666666667,40
11,casa_conforto_2,3,38.7,12.9,3
11,casa_construcao,33,5005.62,128.34923076923076,33
11,cds_dvds_musicais,3,195.0,65.0,3
11,cine_foto,1,242.0,242.0,1
11,climatizacao,16,4076.62,214.55894736842106,16
11,consoles_games,129,13458.08,94.11244755244755,129
11,construcao_ferramentas_construcao,36,7071.36,144.3134693877551,36
11,construcao_ferramentas_ferramentas,4,269.5,53.9,4
11,construcao_ferramentas_iluminacao,9,2199.48,219.948,9
11,construcao_ferramentas_jardim,14,1258.1,69.89444444444445,14
11,construcao_ferramentas_seguranca,13,3318.59,221.23933333333335,13
11,cool_stuff,291,57688.62,183.72171974522294,291
11,dvds_blu_ray,3,79.78999999999999,26.596666666666664,3
11,eletrodomesticos,25,4515.94,180.6376,25
11,eletrodomesticos_2,13,4854.93,373.4561538461539,13
11,eletronicos,165,10495.43,54.380466321243524,165
11,eletroportateis,30,7826.82,252.47806451612902,30
11,esporte_lazer,557,66431.63,105.95156299840511,546
11,fashion_bolsas_e_acessorios,185,14236.47,65.00671232876712,179
11,fashion_calcados,18,1777.7,88.885,18
11,fashion_esporte,1,59.9,59.9,1
11,fashion_roupa_feminina,3,79.88,26.626666666666665,3
11,fashion_roupa_masculina,11,929.99,77.49916666666667,11
11,fashion_underwear_e_moda_praia,10,1281.5,116.5,10
11,ferramentas_jardim,433,47378.82,82.54149825783972,430
11,flores,6,187.8,31.3,6
11,industria_comercio_e_negocios,7,2074.77,296.3957142857143,7
11,informatica_acessorios,444,74313.0,135.85557586837294,441
11,instrumentos_musicais,44,16509.9,336.93673469387755,44
11,la_cuisine,1,137.0,137.0,1
11,livros_importados,3,324.0,81.0,3
11,livros_interesse_geral,38,3053.66,74.47951219512194,38
11,livros_tecnicos,5,768.9,128.15,5
11,malas_acessorios,65,8798.75,118.90202702702703,65
11,market_place,11,1355.98,84.74875,11
11,moveis_colchao_e_estofado,2,334.0,167.0,2
11,moveis_cozinha_area_de_servico_jantar_e_jardim,28,5225.39,149.29685714285716,28
11,moveis_decoracao,547,65655.44,79.87279805352799,537
11,moveis_escritorio,76,18347.19,176.41528846153844,76
11,moveis_quarto,3,873.0,291.0,3
11,moveis_sala,29,6212.95,159.30641025641026,29
11,papelaria,152,16699.09,100.59692771084337,152
11,pcs,7,12642.0,1404.6666666666667,7
11,perfumaria,293,33865.34,102.00403614457831,292
11,pet_shop,84,12343.98,116.45264150943396,84
11,relogios_presentes,430,100717.41,210.70587866108787,428
11,sinalizacao_e_seguranca,3,672.37,96.05285714285715,3
11,tablets_impressao_imagem,6,350.40000000000003,58.400000000000006,6
11,telefonia,351,27183.43,68.9934771573604,349
11,telefonia_fixa,5,943.98,188.796,5
11,utilidades_domesticas,353,36498.6,81.47008928571428,350
12,agro_industria_e_comercio,9,5291.7,481.06363636363636,9
12,alimentos,12,978.1899999999999,69.87071428571429,12
12,alimentos_bebidas,19,1098.68,49.940000000000005,19
12,artes,3,120.6,30.15,3
12,artigos_de_festas,2,515.2,257.6,2
12,artigos_de_natal,14,500.09000000000003,29.417058823529413,14
12,audio,17,2706.83,150.37944444444443,17
12,automotivo,243,40415.63,144.3415357142857,242
12,bebes,139,20488.03,136.58686666666665,139
12,bebidas,31,2132.84,62.73058823529412,30
12,beleza_saude,432,65192.95,136.95997899159664,427
12,brinquedos,421,58173.62,128.70269911504425,420
12,cama_mesa_banho,481,52354.68,90.26668965517241,474
12,casa_conforto,14,2257.8,161.27142857142857,14
12,casa_construcao,30,6789.7,169.7425,30
12,cds_dvds_musicais,1,65.0,65.0,1
12,climatizacao,3,668.8,222.9333333333333,3
12,consoles_games,88,9566.51,97.61744897959184,88
12,construcao_ferramentas_construcao,22,5830.35,215.9388888888889,22
12,construcao_ferramentas_ferramentas,6,379.3,54.18571428571429,6
12,construcao_ferramentas_iluminacao,2,176.0,88.0,2
12,construcao_ferramentas_jardim,6,928.9000000000001,154.8166666666667,6
12,construcao_ferramentas_seguranca,7,1584.92,198.115,7
12,cool_stuff,235,41599.29,152.9385661764706,235
12,dvds_blu_ray,1,119.9,119.9,1
12,eletrodomesticos,16,1331.0,83.1875,16
12,eletrodomesticos_2,8,1990.16,248.77,8
12,eletronicos,190,9228.46,39.27004255319149,190
12,eletroportateis,28,8913.77,307.3713793103448,28
12,esporte_lazer,440,61640.95,120.15779727095516,434
12,fashion_bolsas_e_acessorios,125,11107.34,74.04893333333334,123
12,fashion_calcados,12,1183.9,84.56428571428572,12
12,fashion_esporte,1,59.9,59.9,1
12,fashion_roupa_masculina,4,450.89,112.7225,4
12,fashion_underwear_e_moda_praia,13,1173.1,90.23846153846154,13
12,ferramentas_jardim,245,28272.329999999998,84.64769461077844,245
12,flores,2,82.7,41.35,2
12,fraldas_higiene,1,76.0,38.0,1
12,industria_comercio_e_negocios,9,1828.5,203.16666666666666,9
12,informatica_acessorios,252,38437.409999999996,129.85611486486485,249
12,instrumentos_musicais,41,12112.22,281.6795348837209,40
12,livros_importados,3,231.0,77.0,3
12,livros_interesse_geral,38,2512.1,58.420930232558135,38
12,livros_tecnicos,4,670.69,167.6725,4
12,malas_acessorios,45,6248.21,132.94063829787234,45
12,market_place,13,703.25,50.232142857142854,13
12,moveis_colchao_e_estofado,8,1052.7,116.96666666666667,8
12,moveis_cozinha_area_de_servico_jantar_e_jardim,16,4277.3,213.865,16
12,moveis_decoracao,315,34528.72,83.20173493975904,308
12,moveis_escritorio,39,7238.36,144.7672,39
12,moveis_quarto,1,185.0,185.0,1
12,moveis_sala,16,2316.01,115.80050000000001,14
12,papelaria,231,26484.99,102.655,231
12,pcs,19,16741.0,727.8695652173913,19
12,perfumaria,233,28651.2,114.6048,231
12,pet_shop,71,7287.03,95.88197368421052,71
12,relogios_presentes,346,73444.61,195.85229333333334,343
12,sinalizacao_e_seguranca,2,770.0,385.0,2
12,tablets_impressao_imagem,6,419.40000000000003,69.9,6
12,telefonia,244,14260.69,50.93103571428571,243
12,telefonia_fixa,5,998.77,199.754,5
12,utilidades_domesticas,249,27292.47,89.19107843137255,249
